rank_rev_in_alert,n,mean_dist,mean_amplitude,cg_ratio,target_rate
487,16,13.427332309760445,-15.895,1.0,0.0
488,16,12.341261112682083,-6.41,1.0,0.0
489,16,14.030391012964216,-11.6075,1.0,0.0
490,16,14.126945931668386,-12.121875000000001,1.0,0.0
491,16,13.655298514330642,-11.636875,1.0,0.0
492,16,12.219386011099935,-8.728124999999999,1.0,0.0
493,16,15.185431429352517,-11.741875,1.0,0.0
494,16,13.930693520406734,-9.811874999999999,1.0,0.0
495,16,14.625697238581562,-12.994375,1.0,0.0
496,16,12.7563654089381,-9.264375,1.0,0.0
497,16,14.663016994861646,-5.435625,1.0,0.0
498,16,13.804815614851941,-10.817499999999999,1.0,0.0
499,16,13.930457290159001,-18.138749999999998,1.0,0.0
500,16,11.574051211954417,-8.254375,1.0,0.0
501,16,14.190760803369946,-5.03,1.0,0.0
502,16,14.90974551101182,-6.945,1.0,0.0
503,16,13.541276357734176,-5.965625,1.0,0.0
504,15,12.039131336966594,-13.121333333333332,1.0,0.0
505,15,13.116667103032032,-10.191333333333334,1.0,0.0
506,15,14.226748542462103,-11.076666666666664,1.0,0.0
507,15,13.05191614644326,-10.897333333333334,1.0,0.0
508,15,11.717612176305824,-11.625333333333334,1.0,0.0
509,14,14.001240077443844,-8.56,1.0,0.0
510,14,12.842711660082172,-19.430714285714284,1.0,0.0
511,14,12.421605405115502,-10.54142857142857,1.0,0.0
512,14,12.412018222430703,-17.11,1.0,0.0
513,14,14.44614755642695,-7.284999999999999,1.0,0.0
514,14,12.11893025068051,-16.196428571428573,1.0,0.0
515,14,11.875148829559837,-9.60142857142857,1.0,0.0
516,14,12.350885722928052,-9.165714285714285,1.0,0.0
517,14,14.659612696635037,-4.672142857142857,1.0,0.0
518,14,13.162054631560093,-11.302857142857144,1.0,0.0
519,14,14.571741634940329,-7.948571428571428,1.0,0.0
520,14,12.619681386719867,-9.321428571428571,1.0,0.0
521,14,14.191938509592216,-6.240714285714286,1.0,0.0
522,14,15.905279383550596,-12.435714285714285,1.0,0.0
523,14,13.570219368401373,-6.490714285714286,1.0,0.0
524,14,14.714011332550772,-14.477142857142857,1.0,0.0
525,14,14.037393524277194,-13.70142857142857,1.0,0.0
526,14,14.433163889936974,-10.955,1.0,0.0
527,14,14.971468903494422,-15.482142857142858,1.0,0.0
528,14,15.017071126948995,-10.032142857142857,1.0,0.0
529,14,14.170231218820593,-19.462142857142855,1.0,0.0
530,14,13.222531670620109,-16.98357142857143,1.0,0.0
531,14,13.426382707477742,-9.930000000000001,1.0,0.0
532,14,15.046646539282476,-12.155000000000001,1.0,0.0
533,14,14.28064438280155,-8.875714285714286,1.0,0.0
534,14,15.306867479406902,-17.136428571428574,1.0,0.0
535,13,11.477171569997042,-9.386153846153846,1.0,0.0
536,13,14.435312654236338,-12.15230769230769,1.0,0.0
537,13,14.724953653277492,-10.779230769230768,1.0,0.0
538,13,14.612147525922998,-17.376923076923077,1.0,0.0
539,13,14.687339283556621,-6.9715384615384615,1.0,0.0
540,13,14.403164584546865,-12.079230769230769,1.0,0.0
541,13,14.20543624868093,1.928461538461538,1.0,0.0
542,13,14.680412089524053,-9.798461538461538,1.0,0.0
543,13,13.308461856932713,-3.8076923076923075,1.0,0.0
544,13,12.440157885306302,-12.465384615384616,1.0,0.0
545,13,13.554870306574019,-4.497692307692308,1.0,0.0
546,13,14.46601695408157,-3.4561538461538466,1.0,0.0
547,12,14.282812765336997,-3.485,1.0,0.0
548,12,14.249037558995598,-10.859166666666667,1.0,0.0
549,12,14.539325267228131,-5.426666666666667,1.0,0.0
550,12,15.077571744251998,-3.119166666666667,1.0,0.0
551,12,13.228564422631761,-6.676666666666667,1.0,0.0
552,12,14.237247944730681,-9.468333333333334,1.0,0.0
553,12,13.431497623210973,-8.2575,1.0,0.0
554,12,14.736084569747424,-13.243333333333332,1.0,0.0
555,12,11.846776040465322,-8.530833333333334,1.0,0.0
556,12,16.544989125647554,-6.114166666666667,1.0,0.0
557,12,14.635721051231833,-11.624166666666667,1.0,0.0
558,12,15.095666322312582,-10.745,1.0,0.0
559,12,14.294209330486261,-7.5925,1.0,0.0
560,12,13.118979663174189,-12.855833333333335,1.0,0.0
561,12,13.472118279737883,-15.664166666666667,1.0,0.0
562,12,13.27029345968478,-18.993333333333332,1.0,0.0
563,12,13.683403600646251,-9.244166666666667,1.0,0.0
564,12,12.395702702741474,-15.720833333333333,1.0,0.0
565,12,14.541610973543007,-1.9816666666666665,1.0,0.0
566,12,13.567314576439925,-8.719166666666666,1.0,0.0
567,12,17.206231512992613,-5.701666666666667,1.0,0.0
568,12,14.07816338606456,-16.3325,1.0,0.0
569,12,15.27041994133343,-9.6825,1.0,0.0
570,12,12.87225026617616,-4.8325000000000005,1.0,0.0
571,12,14.393996099969351,-9.735,1.0,0.0
572,12,12.943305579361365,-8.112499999999999,1.0,0.0
573,12,14.177488260492872,-2.0858333333333334,1.0,0.0
574,12,12.900019893857161,-5.446666666666666,1.0,0.0
575,12,14.181393036889915,-11.805833333333332,1.0,0.0
576,12,12.152357591512484,-11.855833333333331,1.0,0.0
577,12,12.647529044304255,-14.290000000000001,1.0,0.0
578,12,13.647592818759321,-10.200833333333334,1.0,0.0
579,12,14.1943445104432,-17.56,1.0,0.0
580,12,15.872703973121604,-10.324166666666667,1.0,0.0
581,12,15.097137824887659,-10.509166666666667,1.0,0.0
582,12,15.903707076317067,-9.834166666666667,1.0,0.0
583,12,13.370043759509926,-12.863333333333335,1.0,0.0
584,12,14.509073262227423,-5.411666666666666,1.0,0.0
585,12,13.993742800549924,-6.551666666666667,1.0,0.0
586,12,13.812835722070472,-9.159166666666666,1.0,0.0
587,12,11.639006486187037,-9.685833333333333,1.0,0.0
588,12,14.457161440813758,-9.128333333333334,1.0,0.0
589,12,13.194504782127076,-7.484999999999999,1.0,0.0
590,12,12.77607443891965,-15.410833333333334,1.0,0.0
591,11,13.362073662202652,-8.826363636363636,1.0,0.0
592,11,13.852509394870253,-3.7609090909090908,1.0,0.0
593,11,12.767701164132182,-6.716363636363636,1.0,0.0
594,11,14.430677770763479,-7.419090909090909,1.0,0.0
595,11,13.25464006970184,-2.5263636363636364,1.0,0.0
596,11,12.240698709054534,-7.827272727272727,1.0,0.0
597,11,13.447924007728755,-9.613636363636363,1.0,0.0
598,11,14.417458740574396,-6.71090909090909,1.0,0.0
599,11,13.63496767384578,-8.847272727272728,1.0,0.0
600,11,12.252680284256895,-3.847272727272727,1.0,0.0
601,11,13.384963134663899,-11.134545454545455,1.0,0.0
602,11,15.013566481726622,-2.3536363636363635,1.0,0.0
603,11,13.269919895598465,-6.46909090909091,1.0,0.0
604,11,13.440586142005436,-7.213636363636363,1.0,0.0
605,11,14.162271949656507,-12.561818181818182,1.0,0.0
606,11,14.071020894899004,-13.490909090909092,1.0,0.0
607,11,13.574207083786037,-5.679090909090909,1.0,0.0
608,11,13.194307459819065,-0.18727272727272715,1.0,0.0
609,11,14.09167263886701,-4.8136363636363635,1.0,0.0
610,11,13.193946284397951,2.321818181818182,1.0,0.0
611,11,14.846861582179764,-10.81,1.0,0.0
612,11,13.866464946950407,-5.013636363636364,1.0,0.0
613,11,13.72581716269204,-16.005454545454544,1.0,0.0
614,11,15.142346828999655,-6.302727272727273,1.0,0.0
615,11,13.968054269191287,-10.745454545454546,1.0,0.0
616,11,13.597898012726466,-13.990909090909092,1.0,0.0
617,11,12.600137660946949,-3.3681818181818177,1.0,0.0
618,11,13.66202436156095,-4.11090909090909,1.0,0.0
619,11,11.307078351967549,-10.297272727272727,1.0,0.0
620,11,13.825588481060231,-6.369999999999999,1.0,0.0
621,11,13.95138546604094,-10.691818181818181,1.0,0.0
622,11,14.56888901186448,-5.6481818181818175,1.0,0.0
623,11,13.564150179218245,-14.824545454545456,1.0,0.0
624,11,13.897694543385155,-9.21,1.0,0.0
625,11,12.045851901991215,-14.600000000000001,1.0,0.0
626,11,11.499666356002534,-6.81,1.0,0.0
627,11,15.203079766210278,-7.330909090909091,1.0,0.0
628,11,13.36986233699197,-13.40181818181818,1.0,0.0
629,11,16.167513971691314,-8.52727272727273,1.0,0.0
630,11,14.69308864118352,-8.925454545454546,1.0,0.0
631,11,14.48247400755548,-7.528181818181818,1.0,0.0
632,11,14.485715533450128,0.8972727272727272,1.0,0.0
633,11,13.705349591228442,-3.950909090909091,1.0,0.0
634,11,13.381301046825957,-6.292727272727273,1.0,0.0
635,11,13.348329577244833,-14.810909090909092,1.0,0.0
636,11,12.86031652380258,-2.0827272727272725,1.0,0.0
637,11,10.437747663649823,-10.122727272727273,1.0,0.0
638,11,14.977612781609624,-1.5909090909090908,1.0,0.0
639,11,13.073821232596066,-21.922727272727272,1.0,0.0
640,11,14.064301727730419,-22.963636363636365,1.0,0.0
641,11,14.605832398373394,-4.800909090909091,1.0,0.0
642,11,14.033842941899254,-6.917272727272728,1.0,0.0
643,11,13.227141552794395,-7.507272727272727,1.0,0.0
644,11,13.647567219748499,-5.751818181818181,1.0,0.0
645,11,13.05013659985861,-11.43909090909091,1.0,0.0
646,11,14.502774787962544,-7.752727272727273,1.0,0.0
647,11,15.677371121469935,-6.670000000000001,1.0,0.0
648,11,14.975134730402749,-12.177272727272726,1.0,0.0
649,11,13.777168213391933,-10.493636363636364,1.0,0.0
650,11,12.451656334622168,-12.434545454545455,1.0,0.0
651,11,14.872691514074605,-10.618181818181817,1.0,0.0
652,11,14.757154125049333,-6.593636363636364,1.0,0.0
653,11,13.879748786680159,-4.758181818181819,1.0,0.0
654,11,12.620499936115179,-7.385454545454547,1.0,0.0
655,10,13.217221860994433,-2.5330000000000004,1.0,0.0
656,10,11.78341350006114,-3.0900000000000003,1.0,0.0
657,10,13.87546525107351,-4.881,1.0,0.0
658,10,12.594185405524012,-12.271,1.0,0.0
659,10,13.284757783497014,5.18,1.0,0.0
660,10,14.687613369963781,-7.313,1.0,0.0
661,10,14.312352328627048,-4.3870000000000005,1.0,0.0
662,10,13.468990392872778,-4.725999999999999,1.0,0.0
663,10,13.141561351468747,-10.82,1.0,0.0
664,10,12.842075992092017,-8.287,1.0,0.0
665,10,14.707809662990087,-15.611,1.0,0.0
666,10,16.32269113267071,-6.685,1.0,0.0
667,10,14.515446567487228,1.858,1.0,0.0
668,10,13.025986679295556,5.342999999999999,1.0,0.0
669,10,12.998950066105305,-8.834999999999999,1.0,0.0
670,10,13.527466828243462,-6.953,1.0,0.0
671,10,13.430024148420141,-0.9560000000000002,1.0,0.0
672,10,13.674069397419112,-9.262,1.0,0.0
673,10,12.047946632040835,-10.358999999999998,1.0,0.0
674,10,10.522012936064069,-15.012,1.0,0.0
675,10,14.434494564551674,-3.498,1.0,0.0
676,10,14.07261559632499,-3.596,1.0,0.0
677,10,12.14669500237732,-0.659,1.0,0.0
678,10,13.424798668479156,-7.761,1.0,0.0
679,10,12.851161690831725,-5.436,1.0,0.0
680,10,14.911678261823928,-18.342,1.0,0.0
681,10,10.903977918494009,-3.3650000000000007,1.0,0.0
682,10,13.367693060211115,-3.559,1.0,0.0
683,10,15.593433945761825,-4.9990000000000006,1.0,0.0
684,10,14.795876981791338,-2.025,1.0,0.0
685,10,15.701224047372571,-6.664,1.0,0.0
686,10,14.517636963309068,-10.586000000000002,1.0,0.0
687,10,16.84610693729061,-16.448,1.0,0.0
688,10,11.843586821715586,-5.362,1.0,0.0
689,10,13.607045531307639,-14.661000000000001,1.0,0.0
690,10,14.999677821877935,-13.783000000000001,1.0,0.0
691,10,11.566574522766293,-11.690999999999999,1.0,0.0
692,10,14.520243375201286,-10.451,1.0,0.0
693,10,14.207542111956267,-8.408,1.0,0.0
694,10,13.4052948288842,-13.312000000000001,1.0,0.0
695,10,12.958148020292702,-9.45,1.0,0.0
696,10,14.2441510207727,-13.039000000000001,1.0,0.0
697,10,11.089183196254929,-18.604,1.0,0.0
698,10,13.065533559597956,-2.6279999999999997,1.0,0.0
699,10,11.915576045011965,-7.037999999999999,1.0,0.0
700,10,14.149261559970373,-0.3920000000000002,1.0,0.0
701,10,12.502597307406102,-4.5280000000000005,1.0,0.0
702,10,13.542455909842172,-11.922,1.0,0.0
703,10,14.096538311212289,-9.456999999999999,1.0,0.0
704,10,13.660949993868552,-5.162000000000001,1.0,0.0
705,9,14.579864999963796,-8.39111111111111,1.0,0.0
706,9,14.014903112561424,-16.954444444444444,1.0,0.0
707,9,12.853423379525108,-12.692222222222222,1.0,0.0
708,9,12.30409650459548,-11.814444444444444,1.0,0.0
709,9,12.894882364857288,-10.747777777777777,1.0,0.0
710,9,12.92593872116424,-10.076666666666666,1.0,0.0
711,9,14.827921698923298,-18.716666666666665,1.0,0.0
712,9,13.856015876732478,-6.663333333333333,1.0,0.0
713,9,14.048337958033052,-7.625555555555555,1.0,0.0
714,9,13.49059336143655,-8.459999999999999,1.0,0.0
715,9,12.429850468977605,-15.865555555555554,1.0,0.0
716,9,13.283727112631105,-18.151111111111113,1.0,0.0
717,9,14.086437914502614,-11.149999999999999,1.0,0.0
718,9,13.881349574422746,-9.823333333333332,1.0,0.0
719,9,12.80085331696261,-12.101111111111111,1.0,0.0
720,9,12.947933440370154,-15.530000000000001,1.0,0.0
721,9,13.289177251471656,-10.597777777777777,1.0,0.0
722,9,13.724522874947107,-13.837777777777777,1.0,0.0
723,9,15.198769421370875,-10.931111111111111,1.0,0.0
724,9,15.62265848443641,-17.653333333333332,1.0,0.0
725,9,13.359251608530677,-13.382222222222222,1.0,0.0
726,9,12.94659703060979,-4.5744444444444445,1.0,0.0
727,9,11.960451757232882,-10.55888888888889,1.0,0.0
728,9,13.865101818879559,-13.583333333333334,1.0,0.0
729,9,13.2502038604545,-15.177777777777777,1.0,0.0
730,9,13.780026375533115,-16.91,1.0,0.0
731,9,16.062456510165493,-10.94111111111111,1.0,0.0
732,9,12.505270081409572,-4.575555555555556,1.0,0.0
733,9,15.307364861054392,-24.764444444444443,1.0,0.0
734,9,14.322535736588058,-11.715555555555556,1.0,0.0
735,9,13.180561164196371,-8.856666666666667,1.0,0.0
736,9,13.165603470620315,-4.858888888888889,1.0,0.0
737,9,13.953974032846116,-30.30111111111111,1.0,0.0
738,9,14.70894687702763,-7.3999999999999995,1.0,0.0
739,9,12.13202180037756,-9.532222222222224,1.0,0.0
740,9,15.067168827871662,-14.597777777777777,1.0,0.0
741,9,13.110516596660078,-13.995555555555555,1.0,0.0
742,9,12.16989241607699,-9.762222222222222,1.0,0.0
743,9,12.834103160476353,-15.143333333333333,1.0,0.0
744,9,13.927689977580233,-17.014444444444443,1.0,0.0
745,9,12.958460134181122,-5.0088888888888885,1.0,0.0
746,9,13.201578033514823,-12.964444444444444,1.0,0.0
747,9,12.660894868317582,-22.264444444444443,1.0,0.0
748,9,12.153942931396646,-11.07111111111111,1.0,0.0
749,9,12.119193512797786,-6.83,1.0,0.0
750,9,12.51367908689008,-28.206666666666663,1.0,0.0
751,9,12.624376158551971,-4.052222222222222,1.0,0.0
752,9,14.067185256402428,-15.225555555555555,1.0,0.0
753,9,9.084503719412867,-17.721111111111114,1.0,0.0
754,9,12.38448963927423,-10.082222222222223,1.0,0.0
755,9,8.948758909152088,-14.212222222222222,1.0,0.0
756,9,13.974709422593971,-12.933333333333334,1.0,0.0
757,9,12.90447724571338,-14.203333333333331,1.0,0.0
758,9,12.227804983883804,-22.442222222222224,1.0,0.0
759,9,14.251299753898357,-12.29888888888889,1.0,0.0
760,9,15.980624551923048,-8.54,1.0,0.0
761,9,13.476550754714584,-10.773333333333333,1.0,0.0
762,9,14.064338470800221,-12.253333333333334,1.0,0.0
763,9,15.029062644521856,-3.413333333333333,1.0,0.0
764,9,12.886456544284886,-13.503333333333334,1.0,0.0
765,9,15.103152723484694,-6.99,1.0,0.0
766,9,15.04048571598061,-11.083333333333334,1.0,0.0
767,9,12.494624264604822,-10.623333333333333,1.0,0.0
768,9,13.669355599853589,-11.772222222222222,1.0,0.0
769,9,12.826524671689977,-15.766666666666667,1.0,0.0
770,9,14.445327765590154,-5.4622222222222225,1.0,0.0
771,9,14.26993552837752,-7.126666666666667,1.0,0.0
772,9,16.35796311990712,-4.537777777777778,1.0,0.0
773,9,13.702589981450387,-16.667777777777776,1.0,0.0
774,9,14.94753904699007,-12.88,1.0,0.0
775,9,16.74527041501745,-15.824444444444445,1.0,0.0
776,9,13.338127794236815,-12.742222222222223,1.0,0.0
777,9,13.065188834458972,-10.794444444444444,1.0,0.0
778,8,11.874130148761399,-6.575,1.0,0.0
779,8,14.66289337293287,-4.295,1.0,0.0
780,8,13.373195889035904,-14.625,1.0,0.0
781,8,11.39338283066257,-13.94,1.0,0.0
782,8,14.715574618414053,-7.845,1.0,0.0
783,8,13.112212924611079,-16.16125,1.0,0.0
784,8,12.999343874711437,-10.8625,1.0,0.0
785,8,13.823037479361586,-2.68,1.0,0.0
786,8,14.72812241570694,-20.24875,1.0,0.0
787,8,10.430075910473613,-12.82,1.0,0.0
788,8,10.772630019920301,-6.44625,1.0,0.0
789,8,13.028526143705186,-10.57625,1.0,0.0
790,8,12.149642790342321,-8.59,1.0,0.0
791,8,14.74966600877862,-7.2162500000000005,1.0,0.0
792,8,15.596668069996932,4.5424999999999995,1.0,0.0
793,8,14.106399883462181,-14.59125,1.0,0.0
794,8,14.61138169970895,-16.2275,1.0,0.0
795,8,13.448406543284658,-15.4725,1.0,0.0
796,8,14.641048184185312,-15.6725,1.0,0.0
797,8,14.723713460916724,-20.4025,1.0,0.0
798,8,14.286845961763786,-4.70125,1.0,0.0
799,8,13.610107207213932,0.72125,1.0,0.0
800,8,13.199000975026678,-20.655,1.0,0.0
801,8,13.90047821852146,-14.07625,1.0,0.0
802,8,14.132282293706252,-10.72,1.0,0.0
803,8,14.777923776214067,-3.64875,1.0,0.0
804,8,15.814619075016914,-10.50375,1.0,0.0
805,8,14.197055122410598,-9.6475,1.0,0.0
806,8,13.97333126896147,-2.06375,1.0,0.0
807,8,14.784891481133153,-15.0275,1.0,0.0
808,8,13.795114924908052,-12.7,1.0,0.0
809,8,16.907419559888233,0.2412500000000002,1.0,0.0
810,8,14.770874157471702,-4.61125,1.0,0.0
811,7,16.221701641877555,-7.0442857142857145,1.0,0.0
812,7,14.006539741763731,-11.972857142857142,1.0,0.0
813,7,12.111429267910509,-6.055714285714286,1.0,0.0
814,7,13.040652183361463,-27.568571428571428,1.0,0.0
815,7,14.595158420149273,-5.074285714285714,1.0,0.0
816,7,15.176651905255401,-11.799999999999999,1.0,0.0
817,6,13.28690669347863,-5.94,1.0,0.0
818,6,14.052887372792872,-12.043333333333335,1.0,0.0
819,6,13.191302058383414,-13.945,1.0,0.0
820,6,13.866986253406543,-8.111666666666666,1.0,0.0
821,6,14.643277937961104,7.503333333333333,1.0,0.0
822,6,14.057585612662558,-15.013333333333334,1.0,0.0
823,6,16.050625308410634,-2.785,1.0,0.0
824,6,16.104873617679264,-10.826666666666668,1.0,0.0
825,6,13.822581822282054,-6.593333333333334,1.0,0.0
826,6,13.238665064840456,-8.025,1.0,0.0
827,6,14.754680937019067,-11.488333333333335,1.0,0.0
828,6,15.40238878202269,-4.346666666666668,1.0,0.0
829,6,14.587767073586498,-9.196666666666667,1.0,0.0
830,6,14.365282458897047,-23.003333333333334,1.0,0.0
831,6,16.555575144766895,-3.44,1.0,0.0
832,6,14.00110202181907,-8.255,1.0,0.0
833,6,15.856373470140822,-14.31,1.0,0.0
834,6,15.089516848391206,-1.073333333333333,1.0,0.0
835,6,14.584323017499173,-14.826666666666668,1.0,0.0
836,6,11.029232736838074,-8.451666666666666,1.0,0.0
837,6,15.686995509734972,-15.991666666666667,1.0,0.0
838,6,15.792635323728646,-11.073333333333332,1.0,0.0
839,6,14.17957499730541,-15.986666666666666,1.0,0.0
840,6,14.649896408046757,-13.916666666666666,1.0,0.0
841,6,14.599309405315205,-19.018333333333334,1.0,0.0
842,6,16.723071665714553,-11.063333333333333,1.0,0.0
843,6,15.622097597074438,1.7349999999999997,1.0,0.0
844,6,15.178714648000465,-12.463333333333333,1.0,0.0
845,6,12.403329860825385,-6.421666666666667,1.0,0.0
846,6,12.502085675984018,-17.43166666666667,1.0,0.0
847,6,15.804380778453705,-6.2683333333333335,1.0,0.0
848,6,14.661261115465678,-10.759999999999998,1.0,0.0
849,6,13.92316236625117,-9.653333333333334,1.0,0.0
850,6,16.35099556242545,-9.555,1.0,0.0
851,6,14.840881680120702,-21.72666666666667,1.0,0.0
852,6,14.80754291920889,-2.361666666666667,1.0,0.0
853,6,17.31849857241287,-19.823333333333334,1.0,0.0
854,6,14.54739149779524,-10.388333333333334,1.0,0.0
855,6,13.27596348946995,-31.075,1.0,0.0
856,6,14.734222886534939,2.153333333333333,1.0,0.0
857,6,15.576712215244191,-5.515000000000001,1.0,0.0
858,6,14.123528821030504,-11.881666666666666,1.0,0.0
859,6,13.818636946112926,-8.528333333333332,1.0,0.0
860,6,14.377609002434149,2.293333333333333,1.0,0.0
861,6,12.845660351968517,4.201666666666667,1.0,0.0
862,6,14.91189845937526,-13.993333333333332,1.0,0.0
863,6,10.92221093229822,-25.78833333333333,1.0,0.0
864,6,13.45509384980925,-9.01,1.0,0.0
865,6,11.56879290520984,-15.361666666666665,1.0,0.0
866,6,14.180101697823133,-10.518333333333333,1.0,0.0
867,6,13.534257869163989,-8.541666666666666,1.0,0.0
868,5,12.278385649518471,-15.038,1.0,0.0
869,5,14.0878964229698,-15.866,1.0,0.0
870,5,10.390255674532186,7.0920000000000005,1.0,0.0
871,4,9.942146598991528,6.295000000000001,1.0,0.0
872,4,13.565542137196061,-4.745,1.0,0.0
873,4,13.478072968697168,-13.2475,1.0,0.0
874,4,14.452783984363549,-6.225,1.0,0.0
875,3,8.446857903695381,-11.836666666666668,1.0,0.0
876,3,13.87448292847847,-15.213333333333333,1.0,0.0
877,3,14.259783246291335,-23.013333333333332,1.0,0.0
878,3,13.91611101931293,25.24333333333333,1.0,0.0
879,3,14.72648595421361,-3.8800000000000003,1.0,0.0
880,3,14.116097537871589,0.8033333333333322,1.0,0.0
881,3,16.883003100661536,-15.586666666666668,1.0,0.0
882,3,15.908014066751383,-12.399999999999999,1.0,0.0
883,3,13.317941615941526,-14.146666666666667,1.0,0.0
884,3,13.619083064280256,-4.65,1.0,0.0
885,3,9.560716092058366,-17.626666666666665,1.0,0.0
886,3,10.887075787419613,-3.01,1.0,0.0
887,3,12.977932680904635,-21.419999999999998,1.0,0.0
888,3,13.063949053449884,-18.35333333333333,1.0,0.0
889,3,15.48538890657771,-0.8066666666666666,1.0,0.0
890,3,16.300405854711588,-11.436666666666667,1.0,0.0
891,3,10.604199003071416,-17.073333333333334,1.0,0.0
892,3,9.472339029215622,-12.826666666666666,1.0,0.0
893,3,12.741126633021766,-23.546666666666667,1.0,0.0
894,3,15.13982248894567,-18.106666666666666,1.0,0.0
895,3,11.086011313255867,7.539999999999999,1.0,0.0
896,3,10.451054248109504,-28.650000000000002,1.0,0.0
897,3,14.739940087811945,-17.39,1.0,0.0
898,3,12.456050281681698,-28.070000000000004,1.0,0.0
899,3,11.95833831506406,6.650000000000001,1.0,0.0
900,3,11.647815482457576,-27.44,1.0,0.0
901,3,8.886775702500882,-20.036666666666665,1.0,0.0
902,3,5.356693840383424,-18.636666666666667,1.0,0.0
903,3,14.781846053112858,-0.2066666666666658,1.0,0.0
904,3,10.398482455815865,7.373333333333334,1.0,0.0
905,3,14.936748298100772,-20.193333333333335,1.0,0.0
906,3,14.733647615098727,22.040000000000003,1.0,0.0
907,3,14.960662337168534,-3.943333333333333,1.0,0.0
908,3,17.038477639815024,2.733333333333334,1.0,0.0
909,3,8.023579892128517,13.020000000000001,1.0,0.0
910,3,16.25113679855481,-15.313333333333333,1.0,0.0
911,3,13.544848855701922,-43.28333333333333,1.0,0.0
912,3,12.716254824307711,-11.526666666666666,1.0,0.0
913,3,8.8930601876111,7.046666666666667,1.0,0.0
914,3,14.47391309543825,-29.886666666666667,1.0,0.0
915,3,13.817797158480936,-33.35333333333333,1.0,0.0
916,3,12.920331030614895,-40.626666666666665,1.0,0.0
917,3,11.04672518835998,-5.29,1.0,0.0
918,3,14.593815966931492,-7.213333333333334,1.0,0.0
919,3,14.711614422845157,-8.016666666666666,1.0,0.0
920,3,15.6678093575359,-8.333333333333334,1.0,0.0
921,3,13.437695088233694,27.733333333333334,1.0,0.0
922,3,11.698555371928455,10.073333333333332,1.0,0.0
923,3,16.206919944744694,-16.93,1.0,0.0
924,3,14.373078721504584,-11.783333333333333,1.0,0.0
925,3,12.405596647329217,-19.893333333333334,1.0,0.0
926,3,11.421358731201849,-16.153333333333332,1.0,0.0
927,3,16.196520300096108,6.509999999999999,1.0,0.0
928,3,12.208784809766414,-17.02,1.0,0.0
929,3,16.702229115637945,9.393333333333333,1.0,0.0
930,3,16.329106812737184,-8.12,1.0,0.0
931,3,16.54109129177103,0.0600000000000005,1.0,0.0
932,3,15.45237152591862,-12.293333333333331,1.0,0.0
933,3,13.846549216464979,-10.200000000000001,1.0,0.0
934,3,14.17604332900256,3.6133333333333337,1.0,0.0
935,3,15.631080523153463,-38.22,1.0,0.0
936,3,14.814537562274333,-14.35,1.0,0.0
937,3,13.751385327069684,-17.423333333333332,1.0,0.0
938,3,15.829550684042843,-51.79,1.0,0.0
939,3,13.541060433665715,10.193333333333333,1.0,0.0
940,3,13.522188177076112,4.473333333333333,1.0,0.0
941,3,15.316851041215811,-21.370000000000005,1.0,0.0
942,3,13.911108807174513,-9.686666666666667,1.0,0.0
943,3,12.946877118463215,1.8966666666666683,1.0,0.0
944,3,16.866352054887397,6.483333333333333,1.0,0.0
945,3,12.537368734294459,5.253333333333334,1.0,0.0
946,3,14.706747099888654,-5.949999999999999,1.0,0.0
947,3,15.97710525573972,-6.006666666666667,1.0,0.0
948,3,15.596814772726967,-17.536666666666665,1.0,0.0
949,3,10.133085130987714,-13.646666666666667,1.0,0.0
950,3,15.965874382994528,-6.283333333333331,1.0,0.0
951,3,14.140883063754556,-21.613333333333333,1.0,0.0
952,3,13.25396532611868,-6.486666666666667,1.0,0.0
953,3,12.37134954030698,-29.13,1.0,0.0
954,3,12.094761747865755,-14.003333333333336,1.0,0.0
955,3,16.943336537507516,-23.403333333333336,1.0,0.0
956,3,17.847894864698713,-29.929999999999996,1.0,0.0
957,3,16.97719851444674,-1.3499999999999996,1.0,0.0
958,3,17.211676986410442,-22.006666666666664,1.0,0.0
959,3,15.184624009676469,3.7666666666666657,1.0,0.0
960,3,13.114832214682721,-14.37,1.0,0.0
961,3,15.450345341526846,-34.660000000000004,1.0,0.0
962,3,16.477497424634166,-12.196666666666667,1.0,0.0
963,3,14.145933485966628,-14.160000000000002,1.0,0.0
964,3,16.48356746115456,-54.5,1.0,0.0
965,3,16.640993087623034,-12.526666666666666,1.0,0.0
966,3,13.973983336457062,-36.82333333333334,1.0,0.0
967,3,11.521627022884084,-10.1,1.0,0.0
968,3,17.28651486849063,-9.950000000000001,1.0,0.0
969,3,18.331742318982894,-34.03666666666667,1.0,0.0
970,3,14.108102444705247,5.773333333333333,1.0,0.0
971,3,18.095243174664137,-29.173333333333336,1.0,0.0
972,3,14.758111598520928,1.2566666666666666,1.0,0.0
973,2,13.327635644836615,5.105,1.0,0.0
974,2,16.514364777110554,-13.334999999999999,1.0,0.0
975,2,12.254421962474176,-18.39,1.0,0.0
976,2,17.551721421497685,-6.885000000000001,1.0,0.0
977,2,10.937111579770935,-23.53,1.0,0.0
978,2,18.11084427126636,-10.795,1.0,0.0
979,2,18.784613896292612,-60.295,1.0,0.0
980,2,19.6004305412822,-35.465,1.0,0.0
981,2,11.845849749254608,20.105,1.0,0.0
982,2,18.99989890119439,-14.400000000000002,1.0,0.0
983,2,17.26668566977215,-11.59,1.0,0.0
