alert_key,airport,airport_alert_id,start,end,n_lightnings_alert,n_cg_alert,n_ic_alert,min_dist,mean_dist,max_dist,last_label_count,last_label_exists,duration_min,cg_ratio,ic_ratio
Bastia__270,Bastia,270.0,2019-04-04 11:59:45+00:00,2019-04-04 12:02:01+00:00,2,2,0,13.160673997918057,14.267003553028935,15.373333108139816,True,True,2.2666666666666666,1.0,0.0
Bastia__271,Bastia,271.0,2019-04-06 22:21:27+00:00,2019-04-06 23:36:17+00:00,13,13,0,11.632530768090676,13.935934487836533,18.724510131074123,True,True,74.83333333333333,1.0,0.0
Bastia__272,Bastia,272.0,2019-04-10 02:31:18+00:00,2019-04-10 03:40:37+00:00,45,45,0,6.250937386361834,11.727863949389507,19.853590893746265,True,True,69.31666666666666,1.0,0.0
Bastia__273,Bastia,273.0,2019-04-13 00:03:05+00:00,2019-04-13 00:03:05+00:00,1,1,0,19.968720537066886,19.968720537066886,19.968720537066886,True,True,0.0,1.0,0.0
Bastia__274,Bastia,274.0,2019-04-22 20:35:45+00:00,2019-04-22 20:35:45+00:00,1,1,0,18.4723343199368,18.4723343199368,18.4723343199368,True,True,0.0,1.0,0.0
Bastia__275,Bastia,275.0,2019-04-22 21:12:49+00:00,2019-04-22 21:12:49+00:00,1,1,0,6.674074811755203,6.674074811755203,6.674074811755203,True,True,0.0,1.0,0.0
Bastia__276,Bastia,276.0,2019-04-22 22:12:59+00:00,2019-04-22 22:17:32+00:00,2,2,0,11.55068172686854,14.39246945724981,17.23425718763108,True,True,4.55,1.0,0.0
Bastia__277,Bastia,277.0,2019-05-05 11:00:21+00:00,2019-05-05 11:00:21+00:00,1,1,0,18.82769796940976,18.82769796940976,18.82769796940976,True,True,0.0,1.0,0.0
Bastia__278,Bastia,278.0,2019-05-11 18:00:25+00:00,2019-05-11 18:32:27+00:00,5,5,0,6.124386359514732,15.728242988025183,19.24914570591484,True,True,32.03333333333333,1.0,0.0
Bastia__279,Bastia,279.0,2019-05-12 09:25:32+00:00,2019-05-12 10:10:36+00:00,4,4,0,4.772427297126525,9.945886414026447,16.037786334036234,True,True,45.06666666666667,1.0,0.0
Bastia__28,Bastia,28.0,2016-05-15 08:57:04+00:00,2016-05-15 10:18:05+00:00,41,41,0,1.093398937470355,8.951983880538815,19.36039819668896,True,True,81.01666666666667,1.0,0.0
Bastia__280,Bastia,280.0,2019-05-17 22:57:50+00:00,2019-05-17 23:30:45+00:00,6,6,0,5.378087623179152,15.987099823306643,19.371678481323823,True,True,32.916666666666664,1.0,0.0
Bastia__281,Bastia,281.0,2019-05-18 00:01:28+00:00,2019-05-18 00:01:28+00:00,1,1,0,17.915259677172028,17.915259677172028,17.915259677172028,True,True,0.0,1.0,0.0
Bastia__282,Bastia,282.0,2019-05-19 15:05:58+00:00,2019-05-19 15:05:58+00:00,1,1,0,7.555248660781531,7.555248660781531,7.555248660781531,True,True,0.0,1.0,0.0
Bastia__283,Bastia,283.0,2019-05-19 15:40:50+00:00,2019-05-19 15:46:51+00:00,2,2,0,6.646800785403203,7.369985780023116,8.09317077464303,True,True,6.016666666666667,1.0,0.0
Bastia__284,Bastia,284.0,2019-06-14 18:21:54+00:00,2019-06-14 18:21:54+00:00,1,1,0,18.281158673168232,18.281158673168232,18.281158673168232,True,True,0.0,1.0,0.0
Bastia__285,Bastia,285.0,2019-06-21 23:56:19+00:00,2019-06-21 23:56:19+00:00,1,1,0,17.333997270050826,17.333997270050826,17.333997270050826,True,True,0.0,1.0,0.0
Bastia__286,Bastia,286.0,2019-06-22 01:19:10+00:00,2019-06-22 01:25:21+00:00,2,2,0,8.609379103355247,12.939848074726296,17.270317046097347,True,True,6.183333333333334,1.0,0.0
Bastia__287,Bastia,287.0,2019-07-04 13:27:57+00:00,2019-07-04 13:27:57+00:00,1,1,0,6.52320986039604,6.52320986039604,6.52320986039604,True,True,0.0,1.0,0.0
Bastia__288,Bastia,288.0,2019-07-08 11:28:28+00:00,2019-07-08 12:26:06+00:00,12,12,0,16.34994864929681,18.193214644245057,19.85167901621909,True,True,57.63333333333333,1.0,0.0
Bastia__289,Bastia,289.0,2019-07-08 13:02:48+00:00,2019-07-08 13:02:48+00:00,1,1,0,12.078232528094608,12.078232528094608,12.078232528094608,True,True,0.0,1.0,0.0
Bastia__29,Bastia,29.0,2016-05-16 05:38:10+00:00,2016-05-16 05:38:10+00:00,1,1,0,16.037875077487335,16.037875077487335,16.037875077487335,True,True,0.0,1.0,0.0
Bastia__290,Bastia,290.0,2019-07-10 06:14:38+00:00,2019-07-10 06:38:42+00:00,2,2,0,8.631307943468972,13.334962498467446,18.03861705346592,True,True,24.066666666666666,1.0,0.0
Bastia__291,Bastia,291.0,2019-07-10 07:39:22+00:00,2019-07-10 08:16:08+00:00,8,8,0,17.18795281378965,18.588606398984584,19.85036089138041,True,True,36.766666666666666,1.0,0.0
Bastia__292,Bastia,292.0,2019-07-14 14:53:13+00:00,2019-07-14 14:56:29+00:00,2,2,0,16.81576180154044,17.412763926997975,18.009766052455507,True,True,3.2666666666666666,1.0,0.0
Bastia__293,Bastia,293.0,2019-07-14 15:44:51+00:00,2019-07-14 15:47:06+00:00,2,2,0,16.087829239876488,16.352208949961422,16.616588660046354,True,True,2.25,1.0,0.0
Bastia__294,Bastia,294.0,2019-07-14 16:25:27+00:00,2019-07-14 16:25:27+00:00,1,1,0,10.381659985843015,10.381659985843015,10.381659985843015,True,True,0.0,1.0,0.0
Bastia__295,Bastia,295.0,2019-07-14 23:43:16+00:00,2019-07-15 00:15:12+00:00,5,5,0,17.554158264019954,18.573373083329603,19.77109628907917,True,True,31.933333333333334,1.0,0.0
Bastia__296,Bastia,296.0,2019-07-15 07:04:08+00:00,2019-07-15 07:22:27+00:00,9,9,0,6.765668533030129,14.172778508322178,19.553072240919303,True,True,18.316666666666666,1.0,0.0
Bastia__297,Bastia,297.0,2019-07-15 08:28:35+00:00,2019-07-15 15:24:16+00:00,816,816,0,0.5039028741794084,14.706490495920967,19.99490317693237,True,True,415.68333333333334,1.0,0.0
Bastia__298,Bastia,298.0,2019-07-15 15:56:16+00:00,2019-07-15 16:16:08+00:00,4,4,0,11.4694256596804,16.966498058633753,19.872049282047293,True,True,19.866666666666667,1.0,0.0
Bastia__299,Bastia,299.0,2019-07-15 17:06:42+00:00,2019-07-15 17:09:13+00:00,2,2,0,10.332440568710902,12.86181542095468,15.391190273198456,True,True,2.5166666666666666,1.0,0.0
Bastia__3,Bastia,3.0,2016-02-15 09:59:19+00:00,2016-02-15 10:24:29+00:00,11,11,0,3.3306707089636483,9.848725941950768,16.693105945704925,True,True,25.166666666666668,1.0,0.0
Bastia__30,Bastia,30.0,2016-05-16 06:59:50+00:00,2016-05-16 07:03:03+00:00,2,2,0,15.244965629295573,15.309216023834626,15.37346641837368,True,True,3.216666666666667,1.0,0.0
Bastia__300,Bastia,300.0,2019-07-15 18:09:59+00:00,2019-07-15 19:09:03+00:00,8,8,0,14.45206430173632,17.12108620679152,19.69340407296537,True,True,59.06666666666667,1.0,0.0
Bastia__301,Bastia,301.0,2019-07-15 19:39:49+00:00,2019-07-15 21:01:24+00:00,48,48,0,3.241038655276653,13.530854334750368,19.4602435045886,True,True,81.58333333333333,1.0,0.0
Bastia__302,Bastia,302.0,2019-07-26 15:04:43+00:00,2019-07-26 15:04:43+00:00,1,1,0,18.38399998894712,18.38399998894712,18.38399998894712,True,True,0.0,1.0,0.0
Bastia__303,Bastia,303.0,2019-07-27 12:06:16+00:00,2019-07-27 12:06:16+00:00,1,1,0,13.68905530996888,13.68905530996888,13.68905530996888,True,True,0.0,1.0,0.0
Bastia__304,Bastia,304.0,2019-07-27 12:47:32+00:00,2019-07-27 15:41:07+00:00,127,127,0,0.6124459096738736,15.970615719205444,19.97573989982042,True,True,173.58333333333334,1.0,0.0
Bastia__305,Bastia,305.0,2019-07-27 23:36:55+00:00,2019-07-27 23:36:55+00:00,1,1,0,17.26562819316704,17.26562819316704,17.26562819316704,True,True,0.0,1.0,0.0
Bastia__306,Bastia,306.0,2019-07-28 04:09:45+00:00,2019-07-28 04:09:45+00:00,1,1,0,15.97364943471547,15.97364943471547,15.97364943471547,True,True,0.0,1.0,0.0
Bastia__307,Bastia,307.0,2019-07-28 04:48:24+00:00,2019-07-28 04:48:24+00:00,1,1,0,16.988130740629128,16.988130740629128,16.988130740629128,True,True,0.0,1.0,0.0
Bastia__308,Bastia,308.0,2019-08-23 01:48:58+00:00,2019-08-23 01:49:54+00:00,2,2,0,16.517788851229568,17.984456861365924,19.45112487150228,True,True,0.9333333333333333,1.0,0.0
Bastia__309,Bastia,309.0,2019-08-23 03:04:44+00:00,2019-08-23 09:29:57+00:00,264,264,0,0.1317301279918683,10.684914839626387,19.97040046828125,True,True,385.21666666666664,1.0,0.0
Bastia__31,Bastia,31.0,2016-05-16 07:39:24+00:00,2016-05-16 07:56:29+00:00,7,7,0,15.80797986802011,17.852787304314834,19.500399571639377,True,True,17.083333333333332,1.0,0.0
Bastia__310,Bastia,310.0,2019-08-28 15:14:35+00:00,2019-08-28 15:26:33+00:00,6,6,0,18.16869512330505,19.098030322692534,19.82913881426821,True,True,11.966666666666667,1.0,0.0
Bastia__311,Bastia,311.0,2019-08-31 10:39:37+00:00,2019-08-31 11:45:50+00:00,7,7,0,10.098050749480526,14.792415725497458,19.27785201162126,True,True,66.21666666666667,1.0,0.0
Bastia__312,Bastia,312.0,2019-09-02 12:56:49+00:00,2019-09-02 12:56:49+00:00,1,1,0,16.359632624930924,16.359632624930924,16.359632624930924,True,True,0.0,1.0,0.0
Bastia__313,Bastia,313.0,2019-09-02 15:00:29+00:00,2019-09-02 16:22:01+00:00,23,23,0,4.872018659617866,16.11823747042939,19.94523117296714,True,True,81.53333333333333,1.0,0.0
Bastia__314,Bastia,314.0,2019-09-03 00:56:30+00:00,2019-09-03 01:02:11+00:00,6,6,0,9.470849133912004,11.171959872037355,12.294768106119902,True,True,5.683333333333334,1.0,0.0
Bastia__315,Bastia,315.0,2019-09-06 01:35:18+00:00,2019-09-06 02:23:13+00:00,34,34,0,7.641746668617977,14.432659163527383,19.97605372808216,True,True,47.916666666666664,1.0,0.0
Bastia__316,Bastia,316.0,2019-09-06 07:58:12+00:00,2019-09-06 08:35:37+00:00,20,20,0,7.601230750174122,13.829478204643346,18.811595899147544,True,True,37.416666666666664,1.0,0.0
Bastia__317,Bastia,317.0,2019-09-18 19:22:59+00:00,2019-09-18 19:22:59+00:00,1,1,0,18.41467010907649,18.41467010907649,18.41467010907649,True,True,0.0,1.0,0.0
Bastia__318,Bastia,318.0,2019-09-19 22:59:45+00:00,2019-09-20 00:29:31+00:00,53,53,0,6.148971474976271,13.645749993676484,19.89619816109514,True,True,89.76666666666667,1.0,0.0
Bastia__319,Bastia,319.0,2019-09-21 20:54:44+00:00,2019-09-21 20:54:44+00:00,1,1,0,12.558807785761632,12.558807785761632,12.558807785761632,True,True,0.0,1.0,0.0
Bastia__32,Bastia,32.0,2016-05-16 09:06:22+00:00,2016-05-16 09:06:22+00:00,1,1,0,7.435684728537936,7.435684728537936,7.435684728537936,True,True,0.0,1.0,0.0
Bastia__320,Bastia,320.0,2019-09-21 21:48:19+00:00,2019-09-21 23:11:06+00:00,79,79,0,1.8885672239980635,14.907241784190278,19.98815414077394,True,True,82.78333333333333,1.0,0.0
Bastia__321,Bastia,321.0,2019-09-22 00:01:14+00:00,2019-09-22 01:36:38+00:00,38,38,0,2.743844157024106,11.867865246906979,19.59513675657478,True,True,95.4,1.0,0.0
Bastia__322,Bastia,322.0,2019-09-22 03:09:36+00:00,2019-09-22 03:28:36+00:00,3,3,0,12.259145262758135,14.960021449959912,17.307949381014573,True,True,19.0,1.0,0.0
Bastia__323,Bastia,323.0,2019-09-23 08:58:10+00:00,2019-09-23 09:00:08+00:00,2,2,0,15.00994906322762,17.03712907084384,19.064309078460063,True,True,1.9666666666666666,1.0,0.0
Bastia__324,Bastia,324.0,2019-10-02 02:15:55+00:00,2019-10-02 02:25:39+00:00,2,2,0,16.793362556955003,17.246812564836382,17.700262572717758,True,True,9.733333333333333,1.0,0.0
Bastia__325,Bastia,325.0,2019-10-07 04:11:36+00:00,2019-10-07 04:25:10+00:00,3,3,0,10.824904934970396,14.95727065491757,18.280810803936845,True,True,13.566666666666666,1.0,0.0
Bastia__326,Bastia,326.0,2019-10-07 05:08:19+00:00,2019-10-07 07:29:22+00:00,270,270,0,1.1678994681735526,12.01821513126061,19.947256217469285,True,True,141.05,1.0,0.0
Bastia__327,Bastia,327.0,2019-10-14 17:10:20+00:00,2019-10-14 17:22:58+00:00,2,2,0,9.657729985035258,12.259594210267355,14.861458435499452,True,True,12.633333333333333,1.0,0.0
Bastia__328,Bastia,328.0,2019-10-24 02:29:25+00:00,2019-10-24 02:29:25+00:00,1,1,0,14.692579793338457,14.692579793338457,14.692579793338457,True,True,0.0,1.0,0.0
Bastia__329,Bastia,329.0,2019-10-24 03:00:54+00:00,2019-10-24 03:00:54+00:00,1,1,0,19.578726345501327,19.578726345501327,19.578726345501327,True,True,0.0,1.0,0.0
Bastia__33,Bastia,33.0,2016-05-29 03:47:05+00:00,2016-05-29 04:03:36+00:00,3,3,0,3.566344283131247,10.316734169864835,15.533987925347304,True,True,16.516666666666666,1.0,0.0
Bastia__330,Bastia,330.0,2019-10-24 04:10:47+00:00,2019-10-24 04:28:00+00:00,5,5,0,1.1694548518543375,9.34861981484288,18.015434225459764,True,True,17.216666666666665,1.0,0.0
Bastia__331,Bastia,331.0,2019-10-24 05:34:29+00:00,2019-10-24 06:51:38+00:00,29,29,0,4.483073771394749,14.814703648552936,19.964541201537703,True,True,77.15,1.0,0.0
Bastia__332,Bastia,332.0,2019-10-24 10:09:21+00:00,2019-10-24 10:09:21+00:00,1,1,0,9.511201276789942,9.511201276789942,9.511201276789942,True,True,0.0,1.0,0.0
Bastia__333,Bastia,333.0,2019-10-31 13:20:21+00:00,2019-10-31 15:29:26+00:00,20,20,0,2.897296563230897,12.66825537374682,19.025624651032302,True,True,129.08333333333334,1.0,0.0
Bastia__334,Bastia,334.0,2019-11-03 09:17:52+00:00,2019-11-03 10:16:38+00:00,13,13,0,4.734434748756264,14.621549256432273,19.540303902625965,True,True,58.766666666666666,1.0,0.0
Bastia__335,Bastia,335.0,2019-11-08 00:50:34+00:00,2019-11-08 00:50:34+00:00,1,1,0,16.5169095788722,16.5169095788722,16.5169095788722,True,True,0.0,1.0,0.0
Bastia__336,Bastia,336.0,2019-11-08 16:30:43+00:00,2019-11-08 16:30:43+00:00,1,1,0,18.48801223459244,18.48801223459244,18.48801223459244,True,True,0.0,1.0,0.0
Bastia__337,Bastia,337.0,2019-11-09 14:20:43+00:00,2019-11-09 14:43:10+00:00,6,6,0,7.243708997853756,10.701265519095628,18.34577452672588,True,True,22.45,1.0,0.0
Bastia__338,Bastia,338.0,2019-11-11 08:42:34+00:00,2019-11-11 08:42:34+00:00,1,1,0,1.196744844841984,1.196744844841984,1.196744844841984,True,True,0.0,1.0,0.0
Bastia__339,Bastia,339.0,2019-11-19 00:04:06+00:00,2019-11-19 00:04:06+00:00,1,1,0,19.138856484091896,19.138856484091896,19.138856484091896,True,True,0.0,1.0,0.0
Bastia__34,Bastia,34.0,2016-05-29 04:40:57+00:00,2016-05-29 04:40:57+00:00,1,1,0,6.5726448485537,6.5726448485537,6.5726448485537,True,True,0.0,1.0,0.0
Bastia__340,Bastia,340.0,2019-11-19 00:54:59+00:00,2019-11-19 01:03:02+00:00,2,2,0,13.457319105347256,15.51597365539023,17.574628205433203,True,True,8.05,1.0,0.0
Bastia__341,Bastia,341.0,2019-11-22 21:20:56+00:00,2019-11-22 22:08:58+00:00,6,6,0,10.853706417648583,16.265499447881588,18.92157939391189,True,True,48.03333333333333,1.0,0.0
Bastia__342,Bastia,342.0,2019-12-19 04:53:47+00:00,2019-12-19 05:03:51+00:00,3,3,0,14.836967390599822,17.719126504010067,19.35835825859917,True,True,10.066666666666666,1.0,0.0
Bastia__343,Bastia,343.0,2020-01-24 16:57:17+00:00,2020-01-24 20:29:44+00:00,188,188,0,2.5582826701531074,11.989998694213577,19.911626095890814,True,True,212.45,1.0,0.0
Bastia__344,Bastia,344.0,2020-03-07 05:57:23+00:00,2020-03-07 08:07:54+00:00,42,42,0,1.1590648197915503,7.729263606984577,19.4644237261486,True,True,130.51666666666668,1.0,0.0
Bastia__345,Bastia,345.0,2020-03-07 10:41:09+00:00,2020-03-07 11:05:47+00:00,4,4,0,7.142147567443667,13.044842809333211,15.868999813965203,True,True,24.633333333333333,1.0,0.0
Bastia__346,Bastia,346.0,2020-03-07 13:06:30+00:00,2020-03-07 13:06:30+00:00,1,1,0,19.93941095959213,19.93941095959213,19.93941095959213,True,True,0.0,1.0,0.0
Bastia__347,Bastia,347.0,2020-03-09 14:37:30+00:00,2020-03-09 14:37:30+00:00,1,1,0,17.01105235556821,17.01105235556821,17.01105235556821,True,True,0.0,1.0,0.0
Bastia__348,Bastia,348.0,2020-03-09 15:20:57+00:00,2020-03-09 15:57:53+00:00,3,3,0,15.234633299126637,17.573900325069204,18.94128688534593,True,True,36.93333333333333,1.0,0.0
Bastia__349,Bastia,349.0,2020-03-25 13:51:28+00:00,2020-03-25 13:53:14+00:00,2,2,0,17.058853613302208,17.149671116224976,17.240488619147744,True,True,1.7666666666666666,1.0,0.0
Bastia__35,Bastia,35.0,2016-05-29 05:47:41+00:00,2016-05-29 06:14:54+00:00,13,13,0,5.442249689871533,14.09181420300707,19.76203451759008,True,True,27.216666666666665,1.0,0.0
Bastia__350,Bastia,350.0,2020-03-25 15:33:07+00:00,2020-03-25 15:46:33+00:00,4,4,0,16.76182471145244,17.446964237966554,18.365109666742296,True,True,13.433333333333334,1.0,0.0
Bastia__351,Bastia,351.0,2020-03-25 16:37:02+00:00,2020-03-25 17:12:54+00:00,7,7,0,8.627533693676565,16.388986986379027,18.767073236438808,True,True,35.86666666666667,1.0,0.0
Bastia__352,Bastia,352.0,2020-03-25 18:53:13+00:00,2020-03-25 18:53:13+00:00,1,1,0,5.545128528750655,5.545128528750655,5.545128528750655,True,True,0.0,1.0,0.0
Bastia__353,Bastia,353.0,2020-04-28 10:15:02+00:00,2020-04-28 10:15:02+00:00,1,1,0,17.27887749343321,17.27887749343321,17.27887749343321,True,True,0.0,1.0,0.0
Bastia__354,Bastia,354.0,2020-05-18 22:54:59+00:00,2020-05-18 23:21:45+00:00,4,4,0,9.8824205617896,12.693717761522972,15.051055976079263,True,True,26.766666666666666,1.0,0.0
Bastia__355,Bastia,355.0,2020-05-19 00:51:48+00:00,2020-05-19 00:56:46+00:00,2,2,0,17.029627067764963,17.310550870339693,17.591474672914423,True,True,4.966666666666667,1.0,0.0
Bastia__356,Bastia,356.0,2020-05-19 23:34:17+00:00,2020-05-20 00:31:04+00:00,8,8,0,7.454251677416914,13.12445607533354,18.107310537729,True,True,56.78333333333333,1.0,0.0
Bastia__357,Bastia,357.0,2020-05-29 03:57:30+00:00,2020-05-29 03:57:30+00:00,1,1,0,13.865976905908054,13.865976905908054,13.865976905908054,True,True,0.0,1.0,0.0
Bastia__358,Bastia,358.0,2020-05-29 04:32:44+00:00,2020-05-29 04:32:44+00:00,1,1,0,14.40664425215417,14.40664425215417,14.40664425215417,True,True,0.0,1.0,0.0
Bastia__359,Bastia,359.0,2020-05-29 07:10:44+00:00,2020-05-29 07:42:14+00:00,5,5,0,13.145508571569849,17.439368806456233,19.67979452107908,True,True,31.5,1.0,0.0
Bastia__36,Bastia,36.0,2016-06-05 12:04:49+00:00,2016-06-05 12:25:43+00:00,3,3,0,10.695064602740626,16.39225890526357,19.71919485392621,True,True,20.9,1.0,0.0
Bastia__360,Bastia,360.0,2020-06-03 12:51:37+00:00,2020-06-03 13:01:12+00:00,3,3,0,17.989671061343618,18.822603981421807,19.40414270781753,True,True,9.583333333333334,1.0,0.0
Bastia__361,Bastia,361.0,2020-06-09 12:59:03+00:00,2020-06-09 13:15:42+00:00,13,13,0,18.080372354926425,19.05267929973767,19.892674476253024,True,True,16.65,1.0,0.0
Bastia__362,Bastia,362.0,2020-06-09 14:11:41+00:00,2020-06-09 14:25:43+00:00,7,7,0,7.348041122558872,8.346950306936801,10.414663138316747,True,True,14.033333333333333,1.0,0.0
Bastia__363,Bastia,363.0,2020-06-09 15:03:38+00:00,2020-06-09 15:05:41+00:00,2,2,0,8.602839489937937,8.786733235504776,8.970626981071618,True,True,2.05,1.0,0.0
Bastia__364,Bastia,364.0,2020-06-10 10:40:34+00:00,2020-06-10 10:44:14+00:00,3,3,0,15.088562802312234,16.169872163319614,17.158154334307653,True,True,3.6666666666666665,1.0,0.0
Bastia__365,Bastia,365.0,2020-06-10 11:22:15+00:00,2020-06-10 11:52:35+00:00,31,31,0,4.535308246379126,13.332192324847501,19.68915052839624,True,True,30.333333333333332,1.0,0.0
Bastia__366,Bastia,366.0,2020-06-10 13:45:35+00:00,2020-06-10 15:20:56+00:00,25,25,0,2.9017597917244053,11.52828166557351,19.29781447841926,True,True,95.35,1.0,0.0
Bastia__367,Bastia,367.0,2020-06-10 15:53:20+00:00,2020-06-10 16:54:03+00:00,10,10,0,1.6044613633500524,4.840495481156542,7.951197491046191,True,True,60.71666666666667,1.0,0.0
Bastia__368,Bastia,368.0,2020-06-11 11:00:40+00:00,2020-06-11 12:01:54+00:00,13,13,0,2.7772293695595907,6.832291855044614,10.134411386918927,True,True,61.233333333333334,1.0,0.0
Bastia__369,Bastia,369.0,2020-06-11 12:45:17+00:00,2020-06-11 12:45:17+00:00,1,1,0,9.664436140938497,9.664436140938497,9.664436140938497,True,True,0.0,1.0,0.0
Bastia__37,Bastia,37.0,2016-06-08 15:51:16+00:00,2016-06-08 16:17:31+00:00,11,11,0,11.346282966434188,14.20128884424477,19.958563587309808,True,True,26.25,1.0,0.0
Bastia__370,Bastia,370.0,2020-06-13 14:56:28+00:00,2020-06-13 16:17:01+00:00,106,106,0,2.722143690641159,14.53840251821726,19.94084634885403,True,True,80.55,1.0,0.0
Bastia__371,Bastia,371.0,2020-07-02 13:35:25+00:00,2020-07-02 14:27:42+00:00,9,9,0,15.227469604766604,17.85896862617192,19.66440458323829,True,True,52.28333333333333,1.0,0.0
Bastia__372,Bastia,372.0,2020-07-03 11:01:03+00:00,2020-07-03 11:59:14+00:00,15,15,0,16.954283249317065,18.536904914299768,19.793143322935087,True,True,58.18333333333333,1.0,0.0
Bastia__373,Bastia,373.0,2020-07-03 12:32:22+00:00,2020-07-03 13:49:07+00:00,11,11,0,11.599092941063224,16.199235974256023,18.491228445445845,True,True,76.75,1.0,0.0
Bastia__374,Bastia,374.0,2020-07-11 12:47:56+00:00,2020-07-11 13:09:53+00:00,11,11,0,11.572619759154724,17.04123821110612,19.90308392228004,True,True,21.95,1.0,0.0
Bastia__375,Bastia,375.0,2020-07-15 11:18:29+00:00,2020-07-15 11:18:29+00:00,1,1,0,7.951969124455902,7.951969124455902,7.951969124455902,True,True,0.0,1.0,0.0
Bastia__376,Bastia,376.0,2020-07-15 11:49:22+00:00,2020-07-15 12:18:32+00:00,7,7,0,16.437091464700803,17.480879944154072,19.240883942204555,True,True,29.166666666666668,1.0,0.0
Bastia__377,Bastia,377.0,2020-07-15 13:04:01+00:00,2020-07-15 13:04:01+00:00,1,1,0,19.806111914781045,19.806111914781045,19.806111914781045,True,True,0.0,1.0,0.0
Bastia__378,Bastia,378.0,2020-07-15 13:44:24+00:00,2020-07-15 13:44:24+00:00,1,1,0,8.80064344229805,8.80064344229805,8.80064344229805,True,True,0.0,1.0,0.0
Bastia__379,Bastia,379.0,2020-08-17 11:25:11+00:00,2020-08-17 13:10:58+00:00,103,103,0,1.5775722270163135,13.703093849379753,19.933269665077088,True,True,105.78333333333333,1.0,0.0
Bastia__38,Bastia,38.0,2016-06-08 23:09:33+00:00,2016-06-08 23:09:33+00:00,1,1,0,10.314062452912347,10.314062452912347,10.314062452912347,True,True,0.0,1.0,0.0
Bastia__380,Bastia,380.0,2020-08-17 13:57:52+00:00,2020-08-17 14:11:31+00:00,8,8,0,11.692548969177698,14.626801430553527,16.920652234002798,True,True,13.65,1.0,0.0
Bastia__381,Bastia,381.0,2020-08-30 00:45:35+00:00,2020-08-30 01:49:44+00:00,63,63,0,0.7916738131362638,15.190774371354594,19.79713485079009,True,True,64.15,1.0,0.0
Bastia__382,Bastia,382.0,2020-08-31 09:28:39+00:00,2020-08-31 09:28:39+00:00,1,1,0,9.626297326092256,9.626297326092256,9.626297326092256,True,True,0.0,1.0,0.0
Bastia__383,Bastia,383.0,2020-09-02 06:19:32+00:00,2020-09-02 07:02:48+00:00,6,6,0,8.29186716344669,12.921392707129073,15.946694198560472,True,True,43.266666666666666,1.0,0.0
Bastia__384,Bastia,384.0,2020-09-09 16:36:21+00:00,2020-09-09 16:38:03+00:00,2,2,0,16.472507083243837,17.45040416618198,18.42830124912012,True,True,1.7,1.0,0.0
Bastia__385,Bastia,385.0,2020-09-11 21:40:05+00:00,2020-09-11 23:09:17+00:00,78,78,0,3.4784151449230523,14.602391530579622,19.56724004714155,True,True,89.2,1.0,0.0
Bastia__386,Bastia,386.0,2020-09-20 04:35:17+00:00,2020-09-20 05:23:50+00:00,11,11,0,9.653353547372586,16.042759947128797,19.98576688291046,True,True,48.55,1.0,0.0
Bastia__387,Bastia,387.0,2020-09-20 10:19:49+00:00,2020-09-20 15:13:37+00:00,293,293,0,2.769073930255645,13.356750484859232,19.98860637096976,True,True,293.8,1.0,0.0
Bastia__388,Bastia,388.0,2020-09-21 11:41:25+00:00,2020-09-21 13:38:10+00:00,81,81,0,7.776947092460145,14.233418364804518,19.990651641837783,True,True,116.75,1.0,0.0
Bastia__389,Bastia,389.0,2020-09-21 14:30:20+00:00,2020-09-21 14:33:03+00:00,2,2,0,12.948517884186955,16.049404505659357,19.15029112713176,True,True,2.716666666666667,1.0,0.0
Bastia__39,Bastia,39.0,2016-06-09 00:30:12+00:00,2016-06-09 01:18:23+00:00,10,10,0,8.148542429845847,14.629421052832182,19.21390237321883,True,True,48.18333333333333,1.0,0.0
Bastia__390,Bastia,390.0,2020-09-22 10:27:38+00:00,2020-09-22 11:58:36+00:00,36,36,0,2.734226212985796,9.105613883158558,18.92500171672666,True,True,90.96666666666667,1.0,0.0
Bastia__391,Bastia,391.0,2020-09-22 12:47:39+00:00,2020-09-22 12:47:39+00:00,1,1,0,19.103133929746164,19.103133929746164,19.103133929746164,True,True,0.0,1.0,0.0
Bastia__392,Bastia,392.0,2020-09-23 13:36:41+00:00,2020-09-23 13:48:02+00:00,2,2,0,13.994761678275593,14.869138770265,15.743515862254409,True,True,11.35,1.0,0.0
Bastia__393,Bastia,393.0,2020-09-25 19:03:20+00:00,2020-09-25 19:27:58+00:00,5,5,0,8.390761618073109,12.421418073505956,19.139081843726128,True,True,24.633333333333333,1.0,0.0
Bastia__394,Bastia,394.0,2020-10-03 16:40:19+00:00,2020-10-03 16:51:26+00:00,3,3,0,8.649880510183996,12.61101450327314,19.53941934426834,True,True,11.116666666666667,1.0,0.0
Bastia__395,Bastia,395.0,2020-10-11 13:55:53+00:00,2020-10-11 15:13:04+00:00,19,19,0,11.876141570495008,16.157115131979786,18.779881247721416,True,True,77.18333333333334,1.0,0.0
Bastia__396,Bastia,396.0,2020-10-24 12:50:27+00:00,2020-10-24 12:54:53+00:00,3,3,0,6.129214106491443,10.616863588851997,18.744179687643893,True,True,4.433333333333334,1.0,0.0
Bastia__397,Bastia,397.0,2020-11-20 04:52:26+00:00,2020-11-20 04:52:26+00:00,1,1,0,16.031508440798277,16.031508440798277,16.031508440798277,True,True,0.0,1.0,0.0
